	english	sinhala	Similarity score	Alignment score
649	Anniversary	සාංවත්සරික	0.4301650019546435	1.0
1375	Confirm Scaling	පරිමාණය තහවුරු කිරීම	0.43004829290513485	0.416667
1365	Show license information and exit	බලපත්‍රයේ තොරතුරු පෙන්වා ඉවත් වන්න	0.42996310773378876	0.652101
1185	Cannot allocate memory for IOBuffer data	IOBuffer දත්ත සඳහා මතකය වෙනකර තැබිය නොහැක	0.429913821312411	0.445703
202	Mo_ve to Trash	ඉවතලන බදුනට දමන්න (_v)	0.4297172220074738	0.308696
890	Create a new contact	නව සම්බන්ධතා නිර්මාණය කරන්නNew	0.4295646614995978	0.663594
1051	Pound Sterling	ස්ටර්ලින් පවුම්	0.42935395903768114	0.6125
1397	Path name:	මාර්‍ග නාමය:guides-type	0.42928843481602075	0.626894
345	Show hint about closing the main window	ප්‍රධාන කවුළුව වැසීම පිළිබඳව ඉඟියක් පෙන්වන්න	0.42919068124001375	0.620833
1084	Image file '%s' contains no data	%s පිළිඹිබු ගොනුව තුළ දත්ත නැත	0.4291455746416498	0.513685
185	Operation failed	මෙහෙයුම අසාර්ථකයි	0.42909743561168256	1.0
416	Unknown command	නොදන්නා විධාන	0.4290413363851362	1.0
71	Unknown value	නොදන්න අගය	0.4289356631697162	1.0
379	Example: username	නිදසුන: පරිශීලක නාමය	0.4288185217946725	0.440476
1316	Opens the External Tools Manager	බාහිර මෙවලම් කළමණාකරු විවෘත කරන්න	0.4288002436258464	0.418449
1305	All languages	සියළු භාෂා	0.4287935088739034	1.0
464	People nearby	ආසන්නයේ පුද්ගලයින්	0.4287335666400169	0.539474
371	People Nearby	ආසන්නයේ පුද්ගලයින්	0.4287335666400169	0.460526
667	Business Phone	ව්‍යාපාරික දුරකථනය	0.428425326879444	0.410526
877	Subject is %s	මාතෘකාව වනුයේ %s	0.4283557389363199	0.716387
553	Show contact _list in rooms	කාමරවලදී සබඳතා ලැයිස්තුව පෙන්වන්න (_l)	0.4282741824095704	0.598443
45	the two of hearts	හාර්ත දෙක	0.42820427791669813	0.494444
322	Open new chats in separate windows	නව සල්ලාප නව කවුළුවල විවෘත කරන්න	0.42815034301719695	0.45671
626	Go to the previous page	පෙර පිටුව වෙත යන්න	0.42812870456723867	0.717105
399	Discover the STUN server automatically	STUN සේවාදායකය ස්වයංව අනාවරණය කරන්න	0.4279853245842994	0.362179
1170	PNM file has an image height of 0	PNM ගොනුවෙහි පිළිඹිබු උස ශුන්‍ය වේ	0.4278465393139249	0.463866
444	Phone number	දුරකථන අංකය	0.42763121930272113	1.0
1370	From theme	තේමාවෙන්canvas-padding-mode	0.42751908056086224	0.772727
1353	by date	දිනය මඟින්	0.42744948394138244	0.539773
1038	Try to make free space	නිදහස් අවකාශයක් තැනීමට උත්සහ කරන්න	0.42728560703549434	0.590062
630	Paper Size:	කඩදාසියේ ප්‍රමාණය:predefinito:mm	0.42689592531950177	1.0
282	Group by language	භාෂාව අනුපිලිවලට ගොනු ගත කරන්න	0.426710417443548	0.346774
486	Unable to open URI	URI විවෘත කිරීමට නොහැක	0.4266868849446163	0.454233
518	Audio	ශ්‍රව්‍ය	0.4266525697021696	1.0
950	Save Custom View...	රිසි කළ දසුන සුරකින්න...	0.42637413534973995	0.44
19	Card games:	කාඩ් තරග:	0.4263173803601824	1.0
811	_Fields Shown...	පෙන්වන ක්‍ෂේත්‍ර... (_F)	0.4263046203295731	0.335294
899	Display	සංදර්ශකය	0.42627305201706456	1.0
1387	Display	සංදර්ශනය	0.42627305201706456	1.0
169	list	ලැයිස්තුව	0.4261209020585632	1.0
706	Could not update object	වස්තුව යාවත්කාලීන කල නොහැක	0.4260927523474325	0.550926
574	Remove the selected item from the toolbar	තෝරාගත් අයිතමය මෙචලම් පුවරුවෙන් ඉවත් කරන්න	0.4260092865028159	0.482558
16	black joker	කලු ජොකර්	0.42593935022239865	1.0
1141	Unsupported depth for ICO file: %d	ICO ගොනුව සඳහා සහාය නොදක්වන ගැබුරක්: %d	0.4258953013373419	0.776786
1334	Check the current document for incorrect spelling	දැනට ඇති ලේඛනයේ අක්‍ෂර වින්‍යාසය පරීක්‍ෂා කරන්න	0.42570731803263206	0.724583
1249	Chinese Traditional	සම්ප්‍රදායික චීන	0.4256717394957471	0.317647
488	Chinese Traditional	සාම්ප්‍රදායික චීන	0.4256717394957471	0.311111
949	Submit a bug report using Bug Buddy	බග් බඩි භාවිතයෙන් දෝෂ වාර්ථාවක් යවන්න	0.42564168578621336	0.635234
1255	Open a recently used file	මෑතකදි භාවිතා කළ ගොනුව විවෘත කරන්න	0.4254433614906664	0.832967
450	No contacts found	සබැඳි හමු නොවුණි	0.42530467633014074	0.455882
358	File transfer not supported by remote contact	ගොනු හුවමාරුව සඳහා දුරස්ථ සබඳතාවය සහය නොදක්වයි	0.42525460205583143	0.430157
22	Restart the game	තරගය නැවත ආරම්ඹ කරන්න	0.4252280202375802	0.632353
659	New Contact:	නව සබධතා:	0.42520412966843496	0.696154
1167	PNM file has an incorrect initial byte	PNM ගොනුව තුළ සාවද්‍ය ආරම්භක බයිටයක් ඇත	0.42510907586466773	0.493269
374	All accounts	සියලුම ගිණුම්	0.42505808558331026	0.403846
939	All Accounts	සියළුම ගිණුම්	0.42505808558331026	0.596154
373	Facebook Chat	ෆේස්බුක් සල්ලාපය	0.4249642544528616	1.0
166	glass pane	වීදුරු කවුළුව	0.4248723147892645	0.477273
661	No contacts	සබධතා නැත	0.424748727734679	0.675
15	Glenwood	ග්ලෙන්වූඩ්	0.4247105173734636	1.0
1121	Failure reading GIF: %s	GIF කියවීම අසමත් විය: %s	0.424581073036015	0.613333
1282	Delete the selected text	තෝරාගත් පෙළ මකන්න	0.4243826539454201	0.597778
597	Temporary file creation failed.	තාවකාලික ගොනු නිර්මාණය අසමත්විය.	0.42437394846427934	1.0
68	the queen of diamonds	රුවිත ක්වීන්	0.4243583618869768	0.473776
838	Drafts	කෙටුම් පත්	0.42422011264404	0.818182
253	All applications	සියලුම වැඩසටහන්	0.4241849825916031	1.0
964	On This Computer	මෙම පරිගණකය මත	0.424103054696313	0.645098
700	Summary Contains	සාරාංශය	0.4240289326911747	0.735294
914	Summary contains	සාරංශයේ ඇතුළත් වනුයේ	0.4240289326911747	0.42577
192	empty	හිස්	0.4240176046696173	1.0
1256	Empty	හිස්	0.4240176046696173	1.0
1352	by copyright	කතුහිමිකම මඟින්	0.4240010572925146	0.697115
502	Reject	නොපිළිගන්න	0.42399315242902064	1.0
559	Enable notifications when a contact goes offline	සබඳතාවක් නොබැඳි වෙන විට දැනුම්දීම් සක්‍රිය කරන්න	0.42383476992394875	0.469388
339	Use theme for chat rooms	සල්ලාප මණ්ඩප සඳහා තේමාව භාවිතා කරන්න	0.4237472236220417	0.59027
1371	No action	ක්‍රියාවක් නැතspace-bar-action	0.42350575275644553	0.672581
1200	Dimensions of TIFF image too large	TIFF පිළිඹිබුවේ මාන ඉතා විශාල වේ	0.42339065313293933	0.541558
672	Mobile Phone	ජංගම දුරකථනය	0.4232225906375652	1.0
735	In Progress	ක්‍රියාත්මක වෙමින් පවතී	0.4230482994401574	0.625
1050	Algerian Dinar	ඇල්ජීරියන් ඩිනාර්	0.42302618993550156	0.605556
718	March	මාර්තු	0.42300708438449663	1.0
521	Typing a message.	පණිවිඩය ටයිප් කරමින්.	0.4229582770379828	0.762626
525	Room invitation	මණ්ඩප ආරාධනා	0.4229238942819774	0.387019
318	Hide main window	ප්‍රධාන කවුළු ස‍ඟවන්න	0.4228163785827433	0.328877
487	Armenian	ආර්මේනියන්	0.4226272464629918	1.0
1354	by type	වර්ගය මඟින්	0.422545800819588	0.5625
1075	Failed to init GConf: %s	init GConf: %s අසමත්විය	0.42246190852616167	0.6125
885	Security Information	ආරක්‍ෂක තොරතුරු	0.42244311966247144	0.535714
1285	Search forwards for the same text	එම පෙළ සඳහාම ඉදියට් සොයන්න	0.42242677939871864	0.623638
685	Phone	දුරකථනය	0.4223273052422274	1.0
618	Warning	අවවාදයයි	0.42225612041264643	1.0
695	Warning	අවවාදය	0.42225612041264643	1.0
522	Warning	අනතුරු හැඟවීම	0.42225612041264643	0.75
987	Could not create the archive	සංරක්‍ෂණ නිර්මාණය කළ නොහැකි විය	0.42224550676746603	0.718211
51	the eight of hearts	හාර්ත අට	0.42221954105707027	0.825
17	red joker	රතු ජොකර්	0.4221611650759229	0.6
557	Enable notifications when the _chat is not focused	සල්ලාපය එල්ල වී නැති විට දැනුම්දීම් සක්‍රිය කරන්න (_c)	0.42211640122158717	0.426916
46	the three of hearts	හාර්ත තුන	0.42197944472233456	0.825
175	split pane	බෙදුම් කවුළුව	0.42188771525251334	0.477273
1083	Failed to open file '%s': %s	'%s' ගොනුව විවෘත කිරීම අපහසුවිය: %s	0.4218430236089863	0.605364
1299	Open '%s'	'%s' විවෘත කරන්න	0.4218341976787911	0.823529
826	Click this button to show a calendar	දිනදර්ශනය දර්ශනයට මෙම බොත්තම ක්ලික් කරන්න	0.4218019276340419	0.683076
900	Create a new appointment	නව හමුවීමේ තොරතුරු නිර්මාණය කරන්නNew	0.42179490571497846	0.60973
1034	Number of files:	ගොනු සංඛ්‍යාව:	0.4217638418515438	0.539216
312	Empathy should auto-connect on startup	ආරම්භයේදී Empathy ස්වයංව සම්බන්ධ විය යුතුයි	0.4217199416556669	0.439685
617	Preparing to print…	මුද්‍රණය සඳහා සුදානම් කරමින්…	0.4217189418335841	0.713068
1291	Go to a specific line	විශේෂිත පේළියකට යන්න	0.42157118573507696	0.818182
1106	Not enough memory to load animation	සජීවීකරණය පූරණයට ප්‍රමාණවත් මතකයක් නැත	0.4214803865379274	0.573718
803	Ask for confirmation when deleting items	අයිතම මැකීමේදී තහවුරුව සඳහා විමසන්න	0.4213356251064928	0.394648
1220	Cannot allocate memory for loading XPM image	XPM පිළිඹිබුව පූරණයට මතකය වෙන් කළ නොහැකි විය	0.4213048220913223	0.6
629	Security:	ආරක්ෂාව:	0.4212253647769811	1.0
1099	Insufficient memory to save image into a buffer	ස්වාරක්‍ෂක භාරයක් තුළට සුරකීමට ප්‍රමාණවත් මතකයක් නොමැත	0.42113490849040525	0.741288
1341	Insert Date and Time	දිනය සහ වේලාව ඇතුලත් කරන්න	0.420978127023437	0.410053
624	Jump to page:	පිටුවට පනින්න:	0.4209255190174467	0.480952
1183	Not enough memory to load RAS image	RAS පූරණය පූරණයට ප්‍රමාණවත් මතකයක් නැත	0.4208817798511068	0.638889
1110	Not enough memory to load bitmap image	bitmap පිළිඹිබුව පූරණයට ප්‍රමාණවත් මතකයක් නැත	0.4207965905560935	0.4699
1073	Text contains invalid UTF-8	පෙළ තුළ සාවද්‍ය UTF-8 අඩංගු වේ	0.4207043639142386	0.56682
1035	Not enough lines	රේඛා ප්රමානවවත් ‍නොවේ	0.4206898026221641	0.67507
1214	Failed to write to temporary file when loading XBM image	XBM පිළිඹිබු ගොනුව පූරණයේදි තාවකාලීක ගොනුවට ලිවීම අසමත් විය	0.42021359457968815	0.462719
607	About this application	මෙම යෙදුම සම්බන්ධව	0.42017376123366607	0.632723
1011	Could not rename the file	ගොනුවේ නම වෙනස් කළ නොහැකි විය	0.41984294884663625	0.428205
789	Arctic/Longyearbyen	අර්ක්ටික්/Longyearbyen	0.4195077224023033	1.0
1005	Open a recently used archive	මීට පෙර භැවිත් කළ සංරක්‍ෂණය විවෘත කරන්න	0.41939869582738315	0.62931
969	When new mail arri_ves in	නව පණිවිඩයක් පැමි_ණි විට	0.41921154432030705	0.942308
4	No description available	විස්තරයක් ලබා ගත නොහැක	0.41912916551566604	0.305217
242	_Skip this test	මෙම පරික්ෂාව මඟහරින්න (_S)	0.4189118425840131	0.510417
475	Received an instant message	ක්ෂණික පණිවිඩයක් ලැබුණි	0.41875221191216605	0.657738
943	Unknown error	නොදන්නා දෝෂයක්	0.41872313173117387	0.519048
792	Pacific/Norfolk	පැසිෆික්/Norfolk	0.41865417388173215	1.0
536	"""%s"" sent to %s"	"%sට ""%s"" යවන ලදි"	0.4186409105771942	0.303309
1128	Not enough memory to load GIF file	GIF ගොනුව පූරණයට ප්‍රමාණවත් මතකයක් නැත	0.4186327146813913	0.497802
1129	Not enough memory to composite a frame in GIF file	GIF ගොනුව තුළ සමිශ්‍රිත රාමුවක් සැකසීමට ප්‍රමාණවත් මතකයක් නැත	0.4185281759114651	0.560247
1263	Show the next page	මීළඟ පිටුව පෙන්වන්න	0.4183857931258511	0.638158
1360	Stop playback	පිළිවැයිම නවත්වන්න	0.4183272204131357	1.0
461	Climb Speed:	නැඟීමේ වේගය:	0.41818103516135946	1.0
1	Activities and Privacy Manager Tool	කාර්ය සහ පුද්ගලිකත්ව කළමනාකරණ මෙවලම	0.41814803635136616	0.722222
346	Empathy can publish the user's location	Empathyට පරිශීලකගේ පිහිටීම ප්‍රකාශයට පත් කල හැක	0.41814269474541	0.58125
976	An archive manager for GNOME.	GNOME සඳහා සංරක්‍ෂණ කළමණාකරු.	0.418124061732024	0.366667
292	Use the system default fonts.	පද්ධතියේ ඇති මුලික අකුරු රටා භාවිතා කරන්න	0.4180865042892222	0.519048
510	There was a failure in the call engine	ඇමතුම් එංජිමේ අසමත්වීමක් විය	0.418052279087948	0.6229
1301	Open terminal here	අග්‍රය මෙතන විවෘත කරන්න	0.41799335864949466	0.492325
762	Deleting selected objects	තෝරාගත් වස්තු මකමින්	0.41787343675827604	0.660256
1112	Couldn't allocate memory for saving BMP file	BMP පිළිඹිබුව සුරකීමට මතකය වෙන් කළ නොහැකි විය	0.41786955811285836	0.428744
530	"Sending ""%s"" to %s"	"%sට ""%s"" යවමින්"	0.4178327199108952	0.717105
1113	Couldn't write to BMP file	BMP ගොනුවට ලිවිය නොහැකි විය	0.41779968118526906	0.581349
369	Connection has been lost	සම්බන්ධතාවය නැතිවුණි	0.41765557675061477	0.82
1139	Not enough memory to load ICO file	ICO ගොනුව පූරණයට ප්‍රමාණවත් මතකයක් නැත	0.41750991417998407	0.606227
1057	Unknown argument '%s'	'%s'අඥාත විස්තාරය	0.41749439154017465	0.363636
565	Location sources:	පිහිටුම් මූලය:	0.4173945867601723	0.45
660	Email begins with	විද්‍යුත් තැපැල ආරම්භ වනුයේ	0.41732670695058605	0.646825
664	Email 2	විද්‍යුත් තැපෑල 2	0.4170458131870828	0.722222
1350	by description	විස්තරය මඟින්	0.41688761322922974	0.685714
24	_Recently Played	මෑතකදි තරග කළ (_R)	0.4168072504674928	0.425697
327	Play a sound for outgoing messages	යැවෙන පණිවිඩ සඳහා ශබ්දයක් වාදනය කරන්න	0.4167167620149805	0.551128
1246	Loading file '%s'…	'%s' ගොනුව පූරණය වෙමින්…	0.41669837023545914	0.513228
579	Bytes:	බයිට:	0.4165576754273775	1.0
1130	GIF image is corrupt (incorrect LZW compression)	GIF පිළිඹිබුව විනාශ වි ඇත (සාවද්‍ය LZW සම්පීඩනයක්)	0.41648586357654593	0.811325
694	No location information available.	පිහිටුම් තොරතුරු භාවිතයට නැත.	0.41647439715432505	0.82381
334	Show contact list in rooms	කාමරවලදී සබඳතා ලැයිස්තුව පෙන්වන්න	0.4164104493433484	0.520153
959	Not connected	සම්බන්ධ වී නොමැත	0.4164038924380433	0.592437
918	Create a new assigned task	නව නියම කළ කාර්‍යයක් නිර්මාණය කරන්නNew	0.41634027923168204	0.539886
1210	Not enough memory to load image	පිළිඹිබුව පූරණයට ප්‍රමාණවත් මතකයක් නැත	0.4163025169552055	0.563301
993	"Could not display the folder ""%s"""	"""%s"" බහලුම පෙන්විය නොහැක"	0.4162073491956607	0.451176
33	the queen of clubs	කලාබර ක්වීන්	0.41620683732931535	0.427126
127	Add a new repository and install packages from it	අලුත් ගබඩාවක් එකතු කර එමගින් පැකේජ ස්ථාපනය කරන්න	0.416140608272338	0.45449
829	Not sorted	අනුපිළිවෙළට සකසා නැත	0.416069835573648	0.714286
190	Not supported	සහය නොදක්වයි	0.4160032116079194	0.510989
1032	Go to the home location	නිවාස පිහිටිමට යන්න	0.41542342657993453	0.854167
1222	Failed to write to temporary file when loading XPM image	XPM පිළිඹිබු ගොනුව පූරණයේදි තාවකාලීක ගොනුවට ලිවීම අසමත් විය	0.4153375381054903	0.41886
960	Email 1	විද්‍යුත් තැපෑල 1	0.4153233524065502	0.722222
715	End date is wrong	අවසන් දිනය වැරදිය	0.4152599058416439	0.638889
1089	Couldn't recognize the image file format for file '%s'	'%s' ගොනුව සඳහා පිළිඹිබු සංයුතිය හදුනාගත නොහැක	0.41524727132040823	0.333849
357	Unknown reason	නොදන්නා කාරණය	0.4149750025146168	0.552381
963	Unknown reason	නොදන්නා හේතුවක්	0.4149750025146168	1.0
55	the queen of hearts	හාර්ත ක්වීන්	0.414910715574316	0.444231
1197	Could not get image width (bad TIFF file)	පිළිඹිබු පළල ලබාගත නොහැකි විය (අයෝග්‍ය TIFF ගොනුව)	0.4148323120867756	0.753501
154	Exception '%s'	හැර දමන ලද්ද '%s'	0.4147351121900334	0.305556
1142	Error interpreting JPEG image file (%s)	JPEG පිළිඹිබු ගොනුව (%s) ව්‍යාඛ්‍යායනය දෝෂ සහිතයි	0.4146236651333899	0.6
443	Full name	සම්පූර්ණ නම	0.4144527186694234	1.0
790	Indian/Maldives	ඉන්දියානු/මාලදිවයින	0.41428946955489243	1.0
289	The X position of the assistant window.	සහකාරක වින්ඩෝවේ X කන්දාංක	0.4141947336945262	0.336538
1310	Untitled documents only	නිර්ණාමික ලේඛන පමණි	0.4141751876012962	0.770833
378	Create a new account on the server	සර්වරයේ නව ගිණුමක් තනන්නMyUserName on freenode	0.4140588164659955	0.434043
1283	Select the entire document	සම්පූර්ණ ලේඛනයම තෝරන්න	0.41402109355288685	0.644122
961	Permission denied	අවසර වලකා ඇත	0.4139806982955878	0.497863
441	Permission Denied	අවසරදීමට නොහැක	0.4139806982955878	1.0
419	permission denied	අවසරය ප්‍රතික්ෂේප කරන ලදි	0.4139806982955878	0.846154
113	Permission denied	අවසර දීමට නොහැක	0.4139806982955878	0.461806
854	Reply	පිළිතුර	0.4138379372091423	1.0
971	Examples	නිදසුන්	0.4138330088152906	1.0
668	Business Phone 2	ව්‍යාපාරික දුරකථනය 2	0.41360616481440604	1.0
490	Japanese	ජපන්	0.41358991197506245	1.0
619	Go to first page	පළවෙනි පිටුවට යන්න	0.41314810047589656	0.911765
1175	Cannot allocate memory for loading PNM image	PNM පිළිඹිබුව පූරණයට මතකය වෙන් කළ නොහැකි විය	0.412967497969875	0.6
210	Other Options	වෙනත් විකල්ප	0.41296300826026644	1.0
473	Click to remove this status as a favorite	මෙම තත්වය ප්‍රියතමයක් ලෙස ඉවත් කිරීමට ක්ලික් කරන්න	0.41258808852137413	0.617647
188	Daemon not running	ඩීමන් ක්‍රියාත්මක නොවේ	0.4124914045646808	1.0
239	The disc is ready for use.	තැටිය භාවිතය සඳහා සුදානම්.	0.4123131321244827	0.62963
761	Complete	නිමාව	0.4122779417266065	1.0
1146	Couldn't allocate memory for header	ශීර්ෂකය සඳහා මතකය වෙන් කළ නොහැකි විය	0.4121289074431588	0.521021
1134	Not enough memory to load icon	සංකේතය පූරණයට ප්‍රමාණවත් මතකයක් නැත	0.4118499698940776	0.56362
562	_Publish location to my contacts	මගේ සබඳතාවලට පිහිටුම ප්‍රකාශයට පත් කරන්න (_P)	0.4117266189344281	0.502964
1366	Make all warnings fatal	සියළු අවවාදයන් මාරාන්තික කරන්න	0.4116942908012645	0.734543
148	Failed	අසාර්ථක විය	0.4116863033311903	0.833333
561	Play sound for events	සිද්ධි සඳහා ශබ්දය වාදනය කරන්න	0.4116698597559175	0.9
1015	Actions	ක්‍රියා	0.41162942500201416	1.0
673	Other Phone	වෙනත් දුරකථන	0.41154999645141743	0.480769
984	Add files to the specified archive and quit the program	විශේෂිතව දැක්වු සංරක්‍ෂණයට ගොනු එක්කර වැඩසටහනින් ඉවත්වන්න	0.4113277659187885	0.805727
285	The width of the assistant window.	සහකාරක වින්ඩෝවේ පළල	0.4111827153962996	0.339286
1148	Image has invalid width and/or height	පිළිඹිබුව සතුව සාවද්‍ය උසක් සහ/හෝ පළලක් ඇත	0.41116082243546737	0.629743
243	Further information:	වැඩිදුර තොරතුරු:	0.4110992398320861	1.0
1355	Additional Information	අමතර තොරතුරු	0.4110243866521231	0.568562
326	Play a sound for incoming messages	එන පණිවිඩ සඳහා ශබ්දයක් වාදනය කරන්න	0.4110200167213898	0.885714
1351	by author	කර්තෘ මඟින්	0.4109544198059388	0.6
1363	Composition:	සංයෝජනය:	0.41093570424592885	1.0
738	New Meeting	නව රැස්වීම්	0.4108361167905157	0.708333
474	Click to make this status a favorite	මෙම තත්වය ප්‍රියතමයක් ලෙස හැදීමට ක්ලික් කරන්න	0.4105398767975523	0.680082
98	3D chess for X11	X11 සඳහා වූ 3D චෙස්	0.41050733978698867	0.925
476	Sent an instant message	ක්ෂණික පණිවිඩයක් යවන්න	0.4104977492056521	0.640399
348	Empathy can use the cellular network to guess the location	පිහිටීම අනුමාන කිරීමට Empathyට ජංගම දුරකථන ජාලය භාවිතා කල හැක	0.4104934545548284	0.562739
873	All local and active remote folders	සියළු ප්‍රාදේෂිය බහලුම් සහ සක්‍රීය දුරස්ථ බහලුම්	0.410366225264199	0.554138
997	"Could not open ""%s"""	"""%s"" විවෘත කළ නොහැක"	0.41028705429291096	0.525
665	Email 3	විද්‍යුත් තැපෑල 3	0.4102840361335929	0.722222
958	By Se_nder	යවන්නා මඟින් (_n)	0.409939158905047	0.502525
411	Select...	තෝරන්න...	0.40978684389326875	1.0
725	Other Date	වෙනත් දවසක	0.40973284544266003	0.545455
749	calendar view for a work week	වැඩකරන සතිය සඳහා දිනදර්ශන දසුන	0.4096543742810111	0.507527
385	Real name	සත්‍ය නම	0.40960269317947573	1.0
568	Chat Th_eme:	සල්ලාප තේමාව: (_e)	0.4095288861612223	0.439271
197	Support for Rio Karma devices.	රිඕ කාර්ම උපාංග සඳහා සහය දක්වයි.	0.4094575685935257	0.579179
1321	An error occurred while loading a directory	බහලුම පූරණය කිරීමෙදි දෝෂයක් හටගැනුණි	0.4094405382903605	0.644656
445	Website	වෙබ් අඩවිය	0.40940279432589743	0.727273
257	Original location	නියම ස්ථානය	0.40931619987296786	1.0
1151	Couldn't create new pixbuf	නව pixbuf නිර්මාණය කළ නොහැක	0.4091565448028676	0.672619
1230	Specifies the position of the right margin.	දකුණු මායිමේ ස්ථානය සඳහන් කරයි.	0.40912636366269106	0.558239
1317	An error occurred while creating a new directory	නව බහලුම නිර්මාණය කිරීමෙදි දෝෂයක් හටගැනුණි	0.4089293735573476	0.468676
1261	He_aders and footers:	ශිර්ෂක සහ පාදම (_a):	0.40892335088745035	0.50974
310	Open Hidden in Background	පසුබිමේ සඟවමින් විවෘත කරන්න	0.40889923314487986	0.835165
1295	Quit the program	වැඩසටහනින් ඉවත්විම	0.40867314078393413	0.882353
1319	An error occurred while renaming a file or directory	ගොනුවේ හෝ බහලුමේ නම වෙනස් කිරීමෙදි දෝෂයක් හටගැනුණි	0.4086354615670417	0.403996
533	"Error sending ""%s"" to %s"	"%sට ""%s"" යැවීමේ දෝෂයක්"	0.4086261717429403	0.793043
743	Calendar Event: Summary is %s.	දිනදර්ශන සිදුවීම්: සාරාංශය %s වේ.	0.4085593385027671	0.615275
1003	Could not perform the operation	මෙහෙයුම ක්‍රියාත්මක කළ නොහැකි විය	0.40854431650413464	0.847426
102	Privacy and Activity Manager	පෞද්ගලිකත්ව සහ ක්‍රියාකාරකම් කළමණාකරු	0.40845392333698033	0.447822
2	Privacy and Activity Manager	පුද්ගලිකත්ව සහ කාර්ය කළමනාකරු	0.40845392333698033	0.424138
350	Empathy should reduce the location's accuracy	Empathy පිහිටීමේ නිරවද්‍යතාව අඩු කල යුතුයි	0.40839444850711354	0.539939
714	Start date is wrong	ආරම්භක දිනය වැරදිය	0.4083137099920254	0.590789
281	List of books disabled by the user.	පොත් ලේකනය පරිශීලකයා විසින් අක්‍රිය කර ඇත	0.40827978013592303	0.345238
913	Next 7 Days' Appointments	දිනය පුරා ඇති සම්මුතිය (_p)	0.4082092877440101	0.615385
299	Language: Undefined	භාෂාව: අර්ථදක්වා නැත	0.4080821654742027	0.904762
356	The other participant is unable to transfer the file	අනෙක් සහභාගිකයාට ගොනුව හුවමාරු කිරීමට නොහැක	0.40805561542617574	0.886792
355	Error while trying to transfer the file	ගොනුව හුචමාරු කිරීමට උත්සහ කිරීමේදී දෝෂය	0.4077431490492923	0.432317
968	Show new message count in the message indicator applet.	පණිවිඩ දර්ශක ඇප්ලටයෙහි නව පණිවිඩ සංඛ්‍යාව දක්වන්න.	0.4074206346224924	0.506653
785	Priority: %s	ප්‍රමුඛත්වය: %s	0.40737062296663573	1.0
1337	No misspelled words	අක්‍ෂර වින්‍යාසය වැරදි වචන නැත	0.40723951317593776	0.602419
446	work	වැඩකරන	0.4068270770883526	1.0
307	Error opening the requested link.	අයදුම් කරන ලද බන්ධයේ(link) දෝෂයක් පවතී	0.4067845318162646	0.453243
696	does not contain	අඩංගු නැත	0.4067380274612675	0.317647
648	Email	විද්‍යුත් තැපෑල	0.4067209124543807	0.6875
791	Pacific/Enderbury	පැසිෆික්/Enderbury	0.40621926617383614	1.0
1064	Unknown variable '%s'	නොදන්නා විචල්‍ය '%s'	0.40596028816658414	0.604978
928	Mar_k All Messages as Read	සියළුම පණිවිඩ කියවූ ලෙස සළකුණු කරන්න (_k)	0.40591083997287636	0.328042
271	The width of the main window.	ප්‍රධාන වින්ඩෝවේ පළල	0.40564589758799313	0.604762
507	There was a failure on the network	ජාලයේ අසමර්ථයක් විය	0.40562781610543464	0.785714
1087	Unable to load image-loading module: %s: %s	පිළිඹිබු පූරණ අංගය පූරණය කළ නොහැක: %s: %s	0.4055951486131142	0.555736
763	Time: %s %s	වේලාව: %s %s	0.4055084601492329	1.0
1327	Add a new snippet...	නව කෙටි උධෘත පාඨයක් එක් කරන්න...	0.4054955034350206	0.554113
1123	Internal error in the GIF loader (%s)	GIF පූරකයේ අභ්‍යන්තර දෝෂයකි (%s)	0.4054905004447622	0.479266
1147	Couldn't allocate memory for context buffer	සන්ධර්භ ස්වාරක්‍ෂක භාරය සඳහා මතකය වෙන් කළ නොහැකි විය	0.40527828711182284	0.397084
977	Could not add the files to the archive	සංරක්‍ෂණ සඳහා ගොනු ඇතුලත් කළ නොහැකි විය	0.4052662986659782	0.416987
1062	Octal	අෂ්ටක	0.40519059829957493	1.0
1071	Usage: %s <dir>	භාවිතය: %s <dir>	0.40513685688866735	1.0
902	Calendar and Tasks	දිනදර්ශනය සහ කාර්‍යයන්	0.40507503604790857	1.0
737	New All Day Event	නව සියළුම දින සිදුවීම්	0.4050746531317674	0.429952
1253	Unexpected error: %s	බලාපොරොත්තු නොවු දෝෂයක්: %s	0.405051034135752	0.434524
535	"""%s"" received from %s"	"%s ගෙන් ""%s"" ලැබෙන ලදි"	0.40504586860505554	0.557312
832	Select All	සියල්ල තෝරන්න	0.40485473392326093	0.568182
1358	Select All	සියල්ලම තෝරන්න	0.40485473392326093	0.584848
524	Incoming file transfer from %s	%sගෙන් ලැබෙන ගොනු හුවමාරුව	0.40469710515526913	0.663082
485	The certificate is self-signed.	සහතිකය ස්වයං-සන්ව ඇත.	0.40458575120257034	0.799716
860	ends with	සමඟ අවසන්වන	0.404579917760366	0.583333
415	Usage: %s	භාවිතය: %s	0.4045190496452803	1.0
275	The X position of the main window.	ප්‍රධාන වින්ඩෝවේ X කන්දාංක	0.4042989063117978	0.551852
1345	success	සාර්ථකයි	0.40410540729377403	1.0
808	Security	ආරක්‍ෂාව	0.404092866165273	1.0
692	No summary available.	සාරාංශයක් භාවිතයට නැත.	0.4040817768234381	0.358696
